33 - CONSTITUENCY WISE DETAILED RESULT,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Votes Secured,,,% of Votes Secured,,,,,,
State Name,PC Name,Candidate Name,Gender,Age,Category,Party Name,Party Symbol,"Total Votes Polled In
The Constituency",Valid Votes,General,Postal,Total,Over Total Electors In Constituency,Over Total Votes Polled In Constituency,Over Total Valid Votes Polled In Constituency,Total Electors,,,
Assam,Karimganj,ABDUS SUBHAN TAPADAR,MALE,41,GENERAL,IND,Balloon,1147607,1143942,568,3,571,0.04,0.05,0.05,1414520,,,
Assam,Karimganj,ROKIBUL HUSSAIN CHOUDHURY,MALE,37,GENERAL,IND,Box,1147607,1143942,539,6,545,0.04,0.05,0.05,1414520,,,
Assam,Silchar,PARIMAL SUKLABAIDYA,MALE,66,SC,BJP,Lotus,1090948,1076726,647572,4833,652405,47.46,59.8,60.59,1374559,,,
Assam,Silchar,SURYA KANTA SARKAR,MALE,51,SC,INC,Hand,1090948,1076726,386453,1641,388094,28.23,35.57,36.04,1374559,,,
Assam,Silchar,RADHESHYAM BISWAS,MALE,70,SC,AITC,Flowers and Grass,1090948,1076726,20384,109,20493,1.49,1.88,1.9,1374559,,,
Assam,Silchar,NOTA,,,,NOTA,NOTA,1090948,1076726,12598,102,12700,0.92,1.16,1.18,1374559,,,
Assam,Silchar,RAJU DAS,MALE,48,SC,IND,Bread,1090948,1076726,4580,17,4597,0.33,0.42,0.43,1374559,,,
Assam,Silchar,PROBASH CHANDRA SARKAR,MALE,51,SC,SUCI,Battery Torch,1090948,1076726,4494,40,4534,0.33,0.42,0.42,1374559,,,
Assam,Silchar,ANANTA MOHAN ROY,MALE,67,SC,IND,Cauliflower,1090948,1076726,3113,30,3143,0.23,0.29,0.29,1374559,,,
Assam,Silchar,RAJIB DAS,MALE,46,SC,BAHUMP,Computer,1090948,1076726,1843,24,1867,0.14,0.17,0.17,1374559,,,
Assam,Silchar,BARINDRA KUMAR DAS,MALE,54,SC,BNGNBNRMS,Boat with man and sail,1090948,1076726,1575,18,1593,0.12,0.15,0.15,1374559,,,
Assam,Nagaon,PRADYUT BORDOLOI,MALE,64,GENERAL,INC,Hand,1550628,1538003,786620,2230,788850,43.32,50.87,51.29,1821023,,,
Assam,Nagaon,SURESH BORAH,MALE,52,GENERAL,BJP,Lotus,1550628,1538003,573579,3040,576619,31.66,37.19,37.49,1821023,,,
Assam,Nagaon,AMINUL ISLAM,MALE,52,GENERAL,AIUDF,Lock and key,1550628,1538003,137033,307,137340,7.54,8.86,8.93,1821023,,,
Assam,Nagaon,NOTA,,,,NOTA,NOTA,1550628,1538003,11910,85,11995,0.66,0.77,0.78,1821023,,,
Assam,Nagaon,SIKHA SARMA,FEMALE,56,GENERAL,IND,Auto- rickshaw,1550628,1538003,6569,51,6620,0.36,0.43,0.43,1821023,,,
Assam,Nagaon,SAMSUL ALAM,MALE,40,GENERAL,IND,Diamond,1550628,1538003,5048,21,5069,0.28,0.33,0.33,1821023,,,
Assam,Nagaon,BIPAD BHANJAN SARKAR,MALE,58,GENERAL,IND,Sewing machine,1550628,1538003,4878,7,4885,0.27,0.32,0.32,1821023,,,
Assam,Nagaon,ANUPAM BARUAH,MALE,49,GENERAL,JPJD,Diesel pump,1550628,1538003,4290,29,4319,0.24,0.28,0.28,1821023,,,
Assam,Nagaon,NIKHIL DEKARAJA,MALE,49,GENERAL,IND,Boat with man and sail,1550628,1538003,3601,26,3627,0.2,0.23,0.24,1821023,,,
Assam,Nagaon,RABBUL HAQUE,MALE,47,GENERAL,RUC,Gas cylinder,1550628,1538003,2547,12,2559,0.14,0.17,0.17,1821023,,,
Assam,Nagaon,ABU SHAMA,MALE,42,GENERAL,IND,Truck,1550628,1538003,2216,22,2238,0.12,0.14,0.15,1821023,,,
Assam,Nagaon,ABU EUSUF MD RAIHAN UDDIN,MALE,32,GENERAL,IND,Battery Torch,1550628,1538003,2019,11,2030,0.11,0.13,0.13,1821023,,,
Assam,Nagaon,SANTANU MUKHERJEE,MALE,49,GENERAL,BGanP,Pot,1550628,1538003,1993,17,2010,0.11,0.13,0.13,1821023,,,
Assam,Nagaon,SAIFUL ISLAM CHOUDHURY,MALE,57,GENERAL,AJM,Coconut farm,1550628,1538003,1823,14,1837,0.1,0.12,0.12,1821023,,,
Assam,Kaziranga,KAMAKHYA PRASAD TASA,MALE,48,GENERAL,BJP,Lotus,1635636,1605506,892766,4277,897043,43.68,54.84,55.87,2053805,,,
Assam,Kaziranga,ROSELINA TIRKEY,FEMALE,42,GENERAL,INC,Hand,1635636,1605506,646123,1973,648096,31.56,39.62,40.37,2053805,,,
Assam,Kaziranga,NOTA,,,,NOTA,NOTA,1635636,1605506,24212,219,24431,1.19,1.49,1.52,2053805,,,
Assam,Kaziranga,DILUWARA BEGUM CHOWDHURY,FEMALE,43,GENERAL,IND,Auto- rickshaw,1635636,1605506,11719,24,11743,0.57,0.72,0.73,2053805,,,
Assam,Kaziranga,BINOD GOGOI,MALE,53,GENERAL,IND,Television,1635636,1605506,10625,54,10679,0.52,0.65,0.67,2053805,,,
Assam,Kaziranga,ANIMA DEKA GUPTA,FEMALE,53,SC,VPI,Gas cylinder,1635636,1605506,8641,32,8673,0.42,0.53,0.54,2053805,,,
Assam,Kaziranga,TRIDIV JYOTI BHUYAN,MALE,62,GENERAL,IND,Grapes,1635636,1605506,8091,37,8128,0.4,0.5,0.51,2053805,,,
Assam,Kaziranga,ABDUL HOQUE,MALE,53,GENERAL,IND,Truck,1635636,1605506,6395,46,6441,0.31,0.39,0.4,2053805,,,
Assam,Kaziranga,JYOTISKA RANJAN GOSWAMI,MALE,44,GENERAL,IND,Tyres,1635636,1605506,4494,44,4538,0.22,0.28,0.28,2053805,,,
Assam,Kaziranga,SAILEN CH MALAKAR,MALE,66,SC,BGanP,Pot,1635636,1605506,3698,22,3720,0.18,0.23,0.23,2053805,,,
Assam,Kaziranga,SALIM AHMED,MALE,45,GENERAL,AJM,Coconut farm,1635636,1605506,3243,23,3266,0.16,0.2,0.2,2053805,,,
Assam,Kaziranga,SALEH AHMED MAZUMDAR,MALE,28,GENERAL,RPPRINAT,Ganna kisan,1635636,1605506,3160,19,3179,0.15,0.19,0.2,2053805,,,
Assam,Sonitpur,RANJIT DUTTA,MALE,67,GENERAL,BJP,Lotus,1290556,1269720,771018,4770,775788,47.33,60.11,61.1,1638992,,,
Assam,Sonitpur,PREMLAL GANJU,MALE,53,GENERAL,INC,Hand,1290556,1269720,412553,1827,414380,25.28,32.11,32.64,1638992,,,
Assam,Sonitpur,RISHIRAJ KAUNDINYA,MALE,45,GENERAL,AAAP,Broom,1290556,1269720,32771,277,33048,2.02,2.56,2.6,1638992,,,
Assam,Sonitpur,RAJU DEURI,MALE,47,ST,BOPF,Nangol,1290556,1269720,19775,117,19892,1.21,1.54,1.57,1638992,,,
Assam,Sonitpur,NOTA,,,,NOTA,NOTA,1290556,1269720,18535,213,18748,1.14,1.45,1.48,1638992,,,
Assam,Sonitpur,PRADIP BHANDARI,MALE,58,GENERAL,IND,Auto- rickshaw,1290556,1269720,8136,69,8205,0.5,0.64,0.65,1638992,,,
Assam,Sonitpur,KAMESWAR SWARGIARY,MALE,41,SC,VPI,Gas cylinder,1290556,1269720,7320,62,7382,0.45,0.57,0.58,1638992,,,
Assam,Sonitpur,RINKU ROY,FEMALE,55,GENERAL,GNASURKP,Battery Torch,1290556,1269720,6780,43,6823,0.42,0.53,0.54,1638992,,,
Assam,Sonitpur,ALAM ALI,MALE,44,GENERAL,BAHUMP,Whistle,1290556,1269720,4186,16,4202,0.26,0.33,0.33,1638992,,,
Assam,Lakhimpur,PRADAN BARUAH,MALE,58,ST,BJP,Lotus,1214239,1194293,659307,3815,663122,41.96,54.61,55.52,1580500,,,
Assam,Lakhimpur,UDAY SHANKAR HAZARIKA,MALE,65,GENERAL,INC,Hand,1214239,1194293,458720,3145,461865,29.22,38.04,38.67,1580500,,,
Assam,Lakhimpur,DHIREN KACHARI,MALE,62,ST,CPI,Ears of corn and sickle,1214239,1194293,19562,69,19631,1.24,1.62,1.64,1580500,,,
Assam,Lakhimpur,NOTA,,,,NOTA,NOTA,1214239,1194293,16716,205,16921,1.07,1.39,1.42,1580500,,,
Assam,Lakhimpur,GHANA KANTA CHUTIA,MALE,46,GENERAL,AITC,Flowers and Grass,1214239,1194293,14055,142,14197,0.9,1.17,1.19,1580500,,,
Assam,Lakhimpur,BIKRAM RAMCHIARY,MALE,32,ST,IND,Batsman,1214239,1194293,10218,75,10293,0.65,0.85,0.86,1580500,,,
Assam,Lakhimpur,GOBIN BISWAKARMA,MALE,27,GENERAL,IND,Truck,1214239,1194293,7461,65,7526,0.48,0.62,0.63,1580500,,,
Assam,Lakhimpur,DEBA NATH PAIT,MALE,33,ST,IND,Fountain,1214239,1194293,6143,20,6163,0.39,0.51,0.52,1580500,,,
Assam,Lakhimpur,PALLAB PEGU,MALE,40,ST,SUCI,Battery Torch,1214239,1194293,6051,86,6137,0.39,0.51,0.51,1580500,,,
Assam,Lakhimpur,BIREN BAILUNG,MALE,54,GENERAL,VPI,Gas cylinder,1214239,1194293,5329,30,5359,0.34,0.44,0.45,1580500,,,
Assam,Dibrugarh,SARBANANDA SONOWAL,MALE,62,ST,BJP,Lotus,1278464,1246067,691153,2609,693762,41.74,54.27,55.68,1661998,,,
Assam,Dibrugarh,LURINJYOTI GOGOI,MALE,45,GENERAL,ASMJTYP,Ship,1278464,1246067,412793,1648,414441,24.94,32.42,33.26,1661998,,,
Assam,Dibrugarh,MANOJ DHANOWAR,MALE,47,GENERAL,AAAP,Broom,1278464,1246067,137618,246,137864,8.3,10.78,11.06,1661998,,,
Assam,Dibrugarh,NOTA,,,,NOTA,NOTA,1278464,1246067,32163,92,32255,1.94,2.52,2.59,1661998,,,
Assam,Jorhat,GAURAV GOGOI,MALE,41,GENERAL,INC,Hand,1396283,1376605,743194,8577,751771,43.38,53.84,54.61,1732944,,,
Assam,Jorhat,TOPON KUMAR GOGOI,MALE,55,GENERAL,BJP,Lotus,1396283,1376605,602019,5359,607378,35.05,43.5,44.12,1732944,,,
Assam,Jorhat,NOTA,,,,NOTA,NOTA,1396283,1376605,14477,78,14555,0.84,1.04,1.06,1732944,,,
Assam,Jorhat,ARUN CHANDRA HANDIQUE,MALE,62,GENERAL,ESBD,Flute,1396283,1376605,8998,88,9086,0.52,0.65,0.66,1732944,,,
Assam,Jorhat,RAJ KUMAR DUWARA,MALE,58,GENERAL,IND,Gas cylinder,1396283,1376605,8315,55,8370,0.48,0.6,0.61,1732944,,,
Bihar,Valmiki Nagar,SUNIL KUMAR,MALE,39,GENERAL,JD(U),Arrow,1103474,1071121,522495,927,523422,28.62,47.43,48.87,1829052,,,
Bihar,Valmiki Nagar,DEEPAK YADAV,MALE,46,GENERAL,RJD,Hurricane lamp,1103474,1071121,422959,1788,424747,23.22,38.49,39.65,1829052,,,
Bihar,Valmiki Nagar,NOTA,,,,NOTA,NOTA,1103474,1071121,30673,36,30709,1.68,2.78,2.87,1829052,,,
Bihar,Valmiki Nagar,PRAVESH KUMAR MISHRA @ ANUP,MALE,48,GENERAL,IND,Ganna kisan,1103474,1071121,23195,30,23225,1.27,2.1,2.17,1829052,,,
Bihar,Valmiki Nagar,DINESH AGRAWAL,MALE,42,GENERAL,IND,Cauliflower,1103474,1071121,19787,23,19810,1.08,1.8,1.85,1829052,,,
Bihar,Valmiki Nagar,DURGESH SINGH CHAUHAN,MALE,46,GENERAL,BSP,Elephant,1103474,1071121,18739,77,18816,1.03,1.71,1.76,1829052,,,
Bihar,Valmiki Nagar,CHANDRESHWAR MISHRA,MALE,66,GENERAL,IND,Flute,1103474,1071121,13590,8,13598,0.74,1.23,1.27,1829052,,,
Bihar,Valmiki Nagar,SHAFI MOHAMMAD MIYA,MALE,36,GENERAL,ASPKR,Kettle,1103474,1071121,13419,13,13432,0.73,1.22,1.25,1829052,,,
Bihar,Valmiki Nagar,PARSHURAM SAH,MALE,27,GENERAL,IND,Saw,1103474,1071121,12142,8,12150,0.66,1.1,1.13,1829052,,,
Bihar,Valmiki Nagar,NABA KUMAR SARANIA (HIRA BHAI),MALE,55,GENERAL,GNASURKP,Battery Torch,1103474,1071121,11420,3,11423,0.62,1.04,1.07,1829052,,,
Bihar,Valmiki Nagar,SHAMBHU PRASAD,MALE,42,GENERAL,IND,Air conditioner,1103474,1071121,10478,20,10498,0.57,0.95,0.98,1829052,,,
Bihar,Paschim Champaran,DR.SANJAY JAISWAL,MALE,58,GENERAL,BJP,Lotus,1086798,1074968,578959,1462,580421,32.99,53.41,53.99,1759234,,,
Bihar,Paschim Champaran,MADAN MOHAN TIWARI,MALE,57,GENERAL,INC,Hand,1086798,1074968,441363,2490,443853,25.23,40.84,41.29,1759234,,,
Bihar,Paschim Champaran,SANJAY KUMAR,MALE,41,GENERAL,VKVIP,Diamond,1086798,1074968,13139,6,13145,0.75,1.21,1.22,1759234,,,
Bihar,Paschim Champaran,NOTA,,,,NOTA,NOTA,1086798,1074968,11223,65,11288,0.64,1.04,1.05,1759234,,,
Bihar,Paschim Champaran,UPENDRA RAM,MALE,38,SC,BSP,Elephant,1086798,1074968,10913,49,10962,0.62,1.01,1.02,1759234,,,
Bihar,Paschim Champaran,MOHAMMAD SOAIB,MALE,53,GENERAL,IND,Plastering trowel,1086798,1074968,8992,2,8994,0.51,0.83,0.84,1759234,,,
Bihar,Paschim Champaran,RAUSHAN KUMAR SHRIVASTAVA,MALE,48,GENERAL,IND,Bead necklace,1086798,1074968,8496,9,8505,0.48,0.78,0.79,1759234,,,
Bihar,Paschim Champaran,MD. KALAM SAI,MALE,37,GENERAL,IND,Ship,1086798,1074968,4922,3,4925,0.28,0.45,0.46,1759234,,,
Bihar,Paschim Champaran,NAFISH AHMAD,MALE,51,GENERAL,IND,Envelope,1086798,1074968,4163,0,4163,0.24,0.38,0.39,1759234,,,
Bihar,Purvi Champaran,RADHA MOHAN SINGH,MALE,74,GENERAL,BJP,Lotus,1074344,1053900,540598,1595,542193,30.23,50.47,51.45,1793440,,,
Bihar,Purvi Champaran,DR RAJESH KUMAR,MALE,50,GENERAL,VSIP,Lady purse,1074344,1053900,451118,2788,453906,25.31,42.25,43.07,1793440,,,
Bihar,Purvi Champaran,NOTA,,,,NOTA,NOTA,1074344,1053900,19729,59,19788,1.1,1.84,1.88,1793440,,,
Bihar,Purvi Champaran,MOHAMMAD AJMER ALAM,MALE,40,GENERAL,IND,Computer,1074344,1053900,13030,17,13047,0.73,1.21,1.24,1793440,,,
Bihar,Purvi Champaran,VIJAY KUMAR SAHANI,MALE,40,GENERAL,RJBP,Cauliflower,1074344,1053900,8158,27,8185,0.46,0.76,0.78,1793440,,,
Bihar,Purvi Champaran,RAJESH SINGH,MALE,31,GENERAL,IND,Auto- rickshaw,1074344,1053900,7176,6,7182,0.4,0.67,0.68,1793440,,,
Bihar,Purvi Champaran,GYANTI DEVI,FEMALE,48,SC,PRCP,Bead necklace,1074344,1053900,6963,45,7008,0.39,0.65,0.66,1793440,,,
Bihar,Purvi Champaran,PAWAN KUMAR,MALE,35,GENERAL,BHRTSP,Boat with man and sail,1074344,1053900,4895,19,4914,0.27,0.46,0.47,1793440,,,
Bihar,Purvi Champaran,MUNESHWAR TIWARI,MALE,55,GENERAL,IND,T.V. Remote,1074344,1053900,4017,5,4022,0.22,0.37,0.38,1793440,,,
Bihar,Purvi Champaran,RAJESH KUMAR S/O GAGANLAL SAHNI,MALE,33,GENERAL,IND,Almirah,1074344,1053900,3930,4,3934,0.22,0.37,0.37,1793440,,,
Bihar,Purvi Champaran,RAJESH KUMAR S/O VISHUN SAH,MALE,29,GENERAL,IND,Apple,1074344,1053900,3489,3,3492,0.19,0.33,0.33,1793440,,,
Bihar,Purvi Champaran,NAWAL KISHOR PRASAD,MALE,53,GENERAL,VKVIP,Diamond,1074344,1053900,3449,15,3464,0.19,0.32,0.33,1793440,,,
Bihar,Purvi Champaran,NIKESH KUMAR,MALE,29,SC,IND,Air conditioner,1074344,1053900,2539,14,2553,0.14,0.24,0.24,1793440,,,
Bihar,Sheohar,LOVELY ANAND,FEMALE,57,GENERAL,JD(U),Arrow,1055989,1025434,475709,903,476612,25.98,45.13,46.48,1834437,,,
Bihar,Sheohar,RITU JAISWAL,FEMALE,46,GENERAL,RJD,Hurricane lamp,1055989,1025434,445482,1987,447469,24.39,42.37,43.64,1834437,,,
Bihar,Sheohar,NOTA,,,,NOTA,NOTA,1055989,1025434,30130,38,30168,1.64,2.86,2.94,1834437,,,
Bihar,Sheohar,AKHILESHWAR SHRIVAISHANV,MALE,29,GENERAL,IND,Road roller,1055989,1025434,29014,80,29094,1.59,2.76,2.84,1834437,,,
Bihar,Sheohar,KANHAIYA KUMAR,MALE,26,GENERAL,IND,Almirah,1055989,1025434,20585,7,20592,1.12,1.95,2.01,1834437,,,
Bihar,Sheohar,RANA RANJIT,MALE,37,GENERAL,AIMIM,Kite,1055989,1025434,11947,32,11979,0.65,1.13,1.17,1834437,,,
Bihar,Sheohar,SUDHIR KUMAR SINGH,MALE,65,GENERAL,VKVIP,Diamond,1055989,1025434,9096,6,9102,0.5,0.86,0.89,1834437,,,
Bihar,Sheohar,VIJENDRA THAKUR,MALE,48,GENERAL,BSP,Elephant,1055989,1025434,8865,23,8888,0.48,0.84,0.87,1834437,,,
Bihar,Sheohar,UPENDRA SAHANI,MALE,52,GENERAL,RJBP,Cauliflower,1055989,1025434,6332,6,6338,0.35,0.6,0.62,1834437,,,
Bihar,Sheohar,MAMTA KUMARI,FEMALE,32,GENERAL,SAP,Battery Torch,1055989,1025434,5431,4,5435,0.3,0.51,0.53,1834437,,,
Bihar,Sheohar,MOHAMMAD MAHTAB ALAM,MALE,28,GENERAL,SMJSKTP,Scissors,1055989,1025434,4867,4,4871,0.27,0.46,0.48,1834437,,,
Bihar,Sheohar,JAGDISH PRASAD,MALE,46,GENERAL,BJKVP,Grapes,1055989,1025434,2950,5,2955,0.16,0.28,0.29,1834437,,,
Bihar,Sheohar,DILIP KUMAR MISHRA,MALE,60,GENERAL,PBLBRP,Air conditioner,1055989,1025434,2097,2,2099,0.11,0.2,0.2,1834437,,,
Bihar,Sitamarhi,DEVESH CHANDRA THAKUR,MALE,71,GENERAL,JD(U),Arrow,1096960,1061859,514940,779,515719,26.45,47.01,48.57,1950028,,,
Bihar,Sitamarhi,ARJUN RAY,MALE,52,GENERAL,RJD,Hurricane lamp,1096960,1061859,463107,1256,464363,23.81,42.33,43.73,1950028,,,
Bihar,Sitamarhi,NOTA,,,,NOTA,NOTA,1096960,1061859,32102,31,32133,1.65,2.93,3.03,1950028,,,
Bihar,Sitamarhi,SAIQUA NAWAZ AZMAT,FEMALE,27,GENERAL,IND,Bat,1096960,1061859,28911,1,28912,1.48,2.64,2.72,1950028,,,
Bihar,Sitamarhi,SHYAM NANDAN KISHOR PRASAD,MALE,46,GENERAL,IND,Bangles,1096960,1061859,11173,15,11188,0.57,1.02,1.05,1950028,,,
Bihar,Sitamarhi,BHOLA SINGH,MALE,54,GENERAL,BSP,Elephant,1096960,1061859,8773,37,8810,0.45,0.8,0.83,1950028,,,
Bihar,Sitamarhi,UPENDRA SAHANI,MALE,52,GENERAL,RJBP,Cauliflower,1096960,1061859,8446,8,8454,0.43,0.77,0.8,1950028,,,
Bihar,Sitamarhi,CHANDRIKA PRASAD,MALE,49,GENERAL,IND,Baby walker,1096960,1061859,7109,5,7114,0.36,0.65,0.67,1950028,,,
Bihar,Sitamarhi,VINOD SAH,MALE,53,GENERAL,IND,Balloon,1096960,1061859,4477,4,4481,0.23,0.41,0.42,1950028,,,
Bihar,Sitamarhi,KRISHNA KISHORE,MALE,38,GENERAL,IND,Auto- rickshaw,1096960,1061859,3280,0,3280,0.17,0.3,0.31,1950028,,,
Bihar,Sitamarhi,MUSHAHID RAZA,MALE,33,GENERAL,DJHP,School bag,1096960,1061859,2190,2,2192,0.11,0.2,0.21,1950028,,,
Bihar,Sitamarhi,UMESH KUMAR YADAV,MALE,37,GENERAL,IND,Apple,1096960,1061859,2126,2,2128,0.11,0.19,0.2,1950028,,,
Bihar,Sitamarhi,RAJENDRA MAHTO,MALE,62,GENERAL,KPJD,Truck,1096960,1061859,1976,5,1981,0.1,0.18,0.19,1950028,,,
Bihar,Sitamarhi,ANAND KUMAR,MALE,27,GENERAL,IND,Almirah,1096960,1061859,1787,9,1796,0.09,0.16,0.17,1950028,,,
Bihar,Sitamarhi,ABDUL SAMAD,MALE,51,GENERAL,IND,Air conditioner,1096960,1061859,1439,2,1441,0.07,0.13,0.14,1950028,,,
Bihar,Madhubani,ASHOK KUMAR YADAV,MALE,54,GENERAL,BJP,Lotus,1028128,1007009,552705,723,553428,28.57,53.83,54.96,1936759,,,
Bihar,Madhubani,MD ALI ASHRAF FATMI,MALE,68,GENERAL,RJD,Hurricane lamp,1028128,1007009,400909,574,401483,20.73,39.05,39.87,1936759,,,
Bihar,Madhubani,NOTA,,,,NOTA,NOTA,1028128,1007009,20691,28,20719,1.07,2.02,2.06,1936759,,,
Bihar,Madhubani,SHIV BODHAN SAHU,MALE,44,GENERAL,IND,Scissors,1028128,1007009,13365,5,13370,0.69,1.3,1.33,1936759,,,
Bihar,Madhubani,BIKASH KUMAR,MALE,53,GENERAL,BSP,Elephant,1028128,1007009,7197,26,7223,0.37,0.7,0.72,1936759,,,
Bihar,Madhubani,PRIYE RANJAN,MALE,31,GENERAL,IND,Auto- rickshaw,1028128,1007009,7046,4,7050,0.36,0.69,0.7,1936759,,,
Bihar,Madhubani,VAIDYANATH YADAV,MALE,44,GENERAL,PPID,Basket containing Fruits,1028128,1007009,4980,3,4983,0.26,0.48,0.49,1936759,,,
Bihar,Madhubani,SARFARAJ ALAM,MALE,43,GENERAL,AKBRPRVP,Kettle,1028128,1007009,4620,3,4623,0.24,0.45,0.46,1936759,,,
Bihar,Madhubani,MD WAQUAR SIDDIQUI,MALE,28,GENERAL,AIMIM,Kite,1028128,1007009,4492,6,4498,0.23,0.44,0.45,1936759,,,
Bihar,Madhubani,MOHAN SHARMA,MALE,55,SC,RJBP,Cauliflower,1028128,1007009,4460,4,4464,0.23,0.43,0.44,1936759,,,
Bihar,Madhubani,ABU BAKAR RAHMANI,MALE,35,GENERAL,CCP,Coconut farm,1028128,1007009,2095,2,2097,0.11,0.2,0.21,1936759,,,
Bihar,Madhubani,UDAY MANDAL,MALE,35,GENERAL,SAP,Battery Torch,1028128,1007009,1998,9,2007,0.1,0.2,0.2,1936759,,,
Bihar,Madhubani,KUL BHUSHAN PRASAD,MALE,45,GENERAL,LLRP,Matchbox,1028128,1007009,1780,3,1783,0.09,0.17,0.18,1936759,,,
Bihar,Jhanjharpur,RAMPRIT MANDAL,MALE,68,GENERAL,JD(U),Arrow,1094117,1057813,532138,894,533032,26.58,48.72,50.39,2005278,,,
Bihar,Jhanjharpur,SUMAN KUMAR MAHASETH,MALE,59,GENERAL,VSIP,Lady purse,1094117,1057813,347989,874,348863,17.4,31.89,32.98,2005278,,,
Bihar,Jhanjharpur,GULAB YADAV,MALE,56,GENERAL,BSP,Elephant,1094117,1057813,73532,352,73884,3.68,6.75,6.98,2005278,,,
Bihar,Jhanjharpur,NOTA,,,,NOTA,NOTA,1094117,1057813,35846,82,35928,1.79,3.28,3.4,2005278,,,
Bihar,Jhanjharpur,RAM PRASAD RAUT,MALE,53,GENERAL,IND,Gas cylinder,1094117,1057813,25993,17,26010,1.3,2.38,2.46,2005278,,,
Bihar,Jhanjharpur,GANGA PRASAD YADAV,MALE,41,GENERAL,IND,Basket containing Fruits,1094117,1057813,18064,10,18074,0.9,1.65,1.71,2005278,,,
Bihar,Jhanjharpur,GAURI SHANKAR SAHU,MALE,64,GENERAL,IND,Scissors,1094117,1057813,14307,18,14325,0.71,1.31,1.35,2005278,,,
Bihar,Jhanjharpur,RAJIV KUMAR JHA,MALE,57,GENERAL,IND,Nagrik,1094117,1057813,12488,25,12513,0.62,1.14,1.18,2005278,,,
Bihar,Jhanjharpur,BABLU KUMAR,MALE,31,GENERAL,AMiP,Letter box,1094117,1057813,11638,35,11673,0.58,1.07,1.1,2005278,,,
Bihar,Jhanjharpur,VIDYA NAND RAM,MALE,50,SC,WAP,Chimney,1094117,1057813,10843,19,10862,0.54,0.99,1.03,2005278,,,
Bihar,Jhanjharpur,VIJAY KUMAR MANDAL,MALE,39,GENERAL,SUCI,Battery Torch,1094117,1057813,8556,21,8577,0.43,0.78,0.81,2005278,,,
Bihar,Supaul,DILESHWAR KAMAIT,MALE,78,GENERAL,JD(U),Arrow,1231554,1212502,592922,2116,595038,30.85,48.32,49.08,1928887,,,
Bihar,Supaul,CHANDRAHAS CHAUPAL,MALE,47,SC,RJD,Hurricane lamp,1231554,1212502,422037,3198,425235,22.05,34.53,35.07,1928887,,,
Bihar,Supaul,BAIDYA NATH MEHTA,MALE,54,GENERAL,IND,Gas cylinder,1231554,1212502,51325,327,51652,2.68,4.19,4.26,1928887,,,
Bihar,Supaul,YOG NARAYAN SINGH,MALE,49,GENERAL,IND,Air conditioner,1231554,1212502,27447,7,27454,1.42,2.23,2.26,1928887,,,
Bihar,Supaul,NOTA,,,,NOTA,NOTA,1231554,1212502,18444,168,18612,0.96,1.51,1.54,1928887,,,
Bihar,Supaul,VINDESHWARI PRASAD,MALE,67,GENERAL,IND,Bead necklace,1231554,1212502,18450,7,18457,0.96,1.5,1.52,1928887,,,
Bihar,Supaul,KIRAN DEVI,FEMALE,37,GENERAL,BSP,Elephant,1231554,1212502,17961,118,18079,0.94,1.47,1.49,1928887,,,
Bihar,Supaul,MOHD KALIM KHAN,MALE,44,GENERAL,RJBP,Cauliflower,1231554,1212502,14064,14,14078,0.73,1.14,1.16,1928887,,,
Bihar,Supaul,UMESH PRASAD SAH,MALE,59,GENERAL,JHP,Scissors,1231554,1212502,12971,43,13014,0.67,1.06,1.07,1928887,,,
Bihar,Supaul,RAJ KUMAR YADAV,MALE,47,GENERAL,VKVIP,Diamond,1231554,1212502,10795,11,10806,0.56,0.88,0.89,1928887,,,
Bihar,Supaul,RAMESH KUMAR ANAND,MALE,31,GENERAL,PBI,Flute,1231554,1212502,9439,12,9451,0.49,0.77,0.78,1928887,,,
Bihar,Supaul,ABDUL MATIN,MALE,64,GENERAL,IND,Battery Torch,1231554,1212502,7177,17,7194,0.37,0.58,0.59,1928887,,,
Bihar,Supaul,BAMBAM KUMAR,MALE,26,SC,IND,Black board,1231554,1212502,7000,6,7006,0.36,0.57,0.58,1928887,,,
Bihar,Supaul,NITISH KUMAR,MALE,39,GENERAL,IND,Auto- rickshaw,1231554,1212502,5894,21,5915,0.31,0.48,0.49,1928887,,,
Bihar,Supaul,AJAY KUMAR SAH,MALE,31,GENERAL,IND,Pressure cooker,1231554,1212502,5330,21,5351,0.28,0.43,0.44,1928887,,,
Bihar,Supaul,SHIV HARI AGRAWAL,MALE,64,GENERAL,BhNP,Bucket,1231554,1212502,3770,2,3772,0.2,0.31,0.31,1928887,,,
Bihar,Araria,PRADEEP KUMAR SINGH,MALE,58,GENERAL,BJP,Lotus,1252751,1239056,599118,1028,600146,29.71,47.91,48.44,2019757,,,
Bihar,Araria,SHAHNAWAZ,MALE,42,GENERAL,RJD,Hurricane lamp,1252751,1239056,578904,1148,580052,28.72,46.3,46.81,2019757,,,
Bihar,Araria,SHATRUGHAN PRASAD SUMAN,MALE,37,GENERAL,IND,Almirah,1252751,1239056,13697,49,13746,0.68,1.1,1.11,2019757,,,
Bihar,Araria,NOTA,,,,NOTA,NOTA,1252751,1239056,13438,66,13504,0.67,1.08,1.09,2019757,,,
